,TOOL_NAME,LOTID,GLSID,RECIPEID,MODEL_NAME,TIME_STAMP,PAS?∞Îèô?¨Î?,MP_ALLSTEP.INNER_TEMP.Mean,MP_ALLSTEP.INNER_TEMP.Stdev,MP_ALLSTEP.OUTER_TEMP.Mean,MP_ALLSTEP.OUTER_TEMP.Stdev,MP_ALLSTEP.WALLHTR_TEMP1.Mean,MP_ALLSTEP.WALLHTR_TEMP1.Stdev,MP_STEP1_First10sec.PC_PRESSURE.Area,MP_STEP1_First10sec.PC_PRESSURE.Min,MP_STEP3.MATCHER_VDC.Mean,MP_STEP3.MATCHER_VDC.Stdev,MP_STEP3.MATCHER_VPP.Mean,MP_STEP3.MATCHER_VPP.Stdev,MP_STEP3.N2_FLOW.Mean,MP_STEP3.N2_FLOW.Stdev,MP_STEP3.NH3_FLOW.Mean,MP_STEP3.NH3_FLOW.Stdev,MP_STEP3.PC_PRESSURE.Stdev,MP_STEP3.PC_TV_ANGLE.Mean,MP_STEP3.PC_TV_ANGLE.Stdev,MP_STEP3.RFGEN_FORWARD.Mean,MP_STEP3.RFGEN_FORWARD.Stdev,MP_STEP3_No_Shift.RFGEN_REFLECT.Max,MP_STEP4.MATCHER_VDC.Mean,MP_STEP4.MATCHER_VDC.Stdev,MP_STEP4.MATCHER_VPP.Mean,MP_STEP4.MATCHER_VPP.Stdev,MP_STEP4.N2_FLOW.Mean,MP_STEP4.N2_FLOW.Stdev,MP_STEP4.NH3_FLOW.Mean,MP_STEP4.NH3_FLOW.Stdev,MP_STEP4.PC_PRESSURE.Stdev,MP_STEP4.PC_TV_ANGLE.Mean,MP_STEP4.PC_TV_ANGLE.Stdev,MP_STEP4.RFGEN_FORWARD.Mean,MP_STEP4.RFGEN_FORWARD.Stdev,MP_STEP4.SIH4_FLOW.Mean,MP_STEP4.SIH4_FLOW.Stdev,MP_STEP4_No_Shift.RFGEN_REFLECT.Max,MP_STEP5_to_Last_PWR_Lift.RFGEN_REFLECT.Max,MP_STEP4.EI2.Max,MP_STEP4.EI3.Max,MP_STEP4.EI4.Max,Normal/Abnormal,Ï∂îÍ??ïÎ≥¥_Data_Resume
1120,Tool4,P8FA1500EY00,P8FA1500DH06,RUN_1ST_23,FA,2011-06-02 6:54,NG,339.43,0.507605219,359.45,0.498039253,135,0,0.108875,0,31.07,0.25226249,1889.78,4.586982019,40057.3,13.63977224,25012.24,4.490245259,0,22.64,0.007268307,9896.15,1.937225181,1114.08,52.46,0.585185321,2762.49,3.750322984,66034.58,31.83108262,29019.82,5.783569263,0.000253655,33.01,0.056458807,22730.24,3.843032241,6804.22,2.292700926,143.32,82.28,100.13,100.52,101.1,Normal,Normal
1121,Tool1,P8FA1500EY00,P8FA1500DH03,RUN_1ST_23,FA,2011-06-02 6:56,NG,339.92,0.589517072,359.81,0.581947354,135,0,0.11075,0.01,37.25,0.438018795,2000.77,4.301777006,40013.32,33.96391309,24984.74,5.286122243,0,23.66,0.016595868,10006.58,1.735768154,384.06,63.03,0.76299518,2973.95,3.230910904,66002.78,35.73585829,28990,4.38002822,0.000246642,34.43,0.048808961,22971.13,2.674110083,6804.03,2.132301508,228.77,302.51,98.68,98.16,97.21,Normal,Normal
1122,Tool2,P8FA1500F100,P8FA1500DF14,RUN_1ST_23,FA,2011-06-02 7:07,OK,339.85,0.848776704,359.65,0.478477851,132.09,0.282036893,0.0845,0.01,33.16,0.369989429,1813.45,4.217651421,40024.14,22.31652653,25007.01,9.686481693,0.000450511,22.49,0.068688638,9890.38,1.608583776,669.96,60.09,0.588029827,2613.9,9.297932337,66036.99,31.68388234,29012.01,16.02757036,0.000212027,32.76,0.05589954,22723.6,3.113497697,6787.57,4.242654275,246.6,496.61,99.31,99.09,98.78,Normal,Normal
1123,Tool2,P8FA1500F100,P8FA1500DF10,RUN_1ST_23,FA,2011-06-02 7:12,NG,340.45,0.498054226,359.98,0.187681344,132,0,0.077625,0,34,0,1814.98,4.418395888,40020.83,22.41110292,25004.24,16.99527372,0.000252262,22.58,0.035802488,9889.97,1.781476182,930.97,60.76,0.743793059,2612.75,2.685532593,66033.07,28.7609626,29011.25,13.17565017,0.000222323,32.8,0.049616859,22723.51,2.336254476,6787.16,4.327248782,236.59,106.45,99.06,99.06,98.97,Normal,Normal
1124,Tool3,P8FA1500F100,P8FA1500DF09,RUN_1ST_23,FA,2011-06-02 7:13,NG,337,0.671019384,359,0,136,0,0.100625,0,33.04,0.208409077,1955.38,3.743411721,40101.08,28.39408637,24986.06,18.62572613,0,20.37,0.022612234,9893.34,1.663494048,414.82,59.7,1.084746245,2932.23,18.61096789,66103.04,22.65774975,28995.12,12.45942322,0.000298436,30.87,0.040158521,22743.11,2.921168248,6783.08,2.658614215,99.62,842.09,99.25,99.98,101.22,Normal,Normal
1125,Tool3,P8FA1500F200,P8FA1500DT14,RUN_1ST_23,FA,2011-06-02 7:19,NG,337.78,0.575921848,359.15,0.352817023,136.02,0.138761802,0.08525,0,36,0,1951.55,4.672803777,40086.4,26.74183345,24985.02,23.11505389,0.000321038,20.5,0.011854919,9892.42,1.535876463,462.67,64.14,0.898246833,2932.97,13.57487447,66104.77,25.93337347,28995.7,13.47008506,0.000325626,31.03,0.050707633,22742.68,2.699203208,6784.25,2.801406919,175.3,792.28,98.36,99.46,101.19,Normal,Normal
1126,Tool2,P8FA1500F300,P8FA1500DG15,RUN_1ST_23,FA,2011-06-02 7:42,NG,339.12,0.660145416,359.39,0.488726996,133,0,0.077,0,38.56,0.502518908,1808.89,3.213764588,40026.04,17.91146345,25009.66,11.71217999,0,23.02,0.016042872,9890.17,1.723494975,763.23,65.98,0.494902709,2596.78,3.111625423,66037.19,31.38468869,29012.53,17.35236514,0.000201641,33.4,0.057897471,22723.98,3.055502477,6787.88,2.426987439,193.37,117.44,98.99,98.86,98.43,Normal,Normal
1127,Tool2,P8FA16001N00,P8FA16000404,RUN_1ST_23,FA,2011-06-02 8:10,OK,337.87,0.742599713,359.09,0.290539882,132.1,0.303363003,0.0985,0.01,23.55,0.503686201,1827.77,1.709938614,40021.97,20.47496772,25012.9,53.09168503,0.000254972,22.12,0.021722836,9890.17,2.03253668,625.04,40.51,3.279247639,2633.96,2.481875641,66029.62,29.54527008,29012.13,25.94878392,0.000202097,32.28,0.063508324,22723.51,2.834176622,6787.72,2.078764275,183.85,660.2,99.09,98.76,98.19,Normal,Normal
1128,Tool1,P8FA16001N00,P8FA16000403,RUN_1ST_23,FA,2011-06-02 8:11,OK,339.53,0.499344608,359.55,0.497813583,136,0,0.109,0.01,38.69,0.468179366,1998,4.795831523,40045.9,45.72652666,24986.88,4.628502395,0,23.87,0.015218941,10005.82,1.475759915,458.04,64.36,0.537810002,2983.45,3.254566743,66010.57,24.60104731,28990.89,6.54082327,0.00016897,34.73,0.045843078,22971.4,2.533157641,6803.3,2.398004878,213.15,116.71,98.44,98.12,97.37,Normal,Normal
1129,Tool2,P8FA1500F000,P8FA1500DF05,RUN_1ST_23,FA,2011-06-02 8:25,NG,337.96,0.700227204,359.02,0.138445974,132.2,0.401199403,0.084625,0.01,31.69,0.468179366,1815.49,3.940594223,40027.18,28.60894408,25008.71,7.480109322,0.000317821,22.38,0.04360984,9890.01,2.152550128,727.34,57.63,0.706103881,2615.17,2.584346468,66035.13,32.22189016,29012.31,21.20939856,0.000274237,32.62,0.060158168,22724.16,2.969924486,6787.39,2.332464678,207.29,430.69,98.87,98.59,97.96,Normal,Normal
1130,Tool4,P8FA16001P00,P8FA16000401,RUN_1ST_23,FA,2011-06-02 8:45,NG,339.45,0.498261847,359.5,0.500355484,136,0,0.088,0,35.89,0.317820863,1890.36,3.932126163,40055.02,11.00055453,25012.65,4.274482961,0,23.12,0.00942809,9891.35,1.512035933,999.57,58.45,0.498803826,2754.12,4.490156308,66033.52,39.85776814,29020.09,5.973242073,0.000191561,33.71,0.059579298,22717.83,4.10912323,6805.27,1.274881814,133.31,155.53,100.34,100.65,100.82,Normal,Normal
1131,Tool3,P8FA16001P00,P8FA16000415,RUN_1ST_23,FA,2011-06-02 8:52,NG,339.86,0.451684858,359.41,0.492082684,137,0,0.086875,0,40,0,1954.89,3.972760789,40091.15,25.59137053,24987.35,24.41690138,0,20.74,0.011272564,9891.27,1.80132875,346.95,70.22,0.741712412,2907.37,2.064338511,66108.1,21.06533689,28994.74,12.54819517,0.000323648,31.53,0.056257203,22742.82,2.645518299,6784.58,2.588353025,184.83,143.81,98.74,99.6,100.55,Normal,Normal
1132,Tool1,P8FA16001Q00,P8FA16000209,RUN_1ST_23,FA,2011-06-02 9:10,OK,339.61,0.488384591,359.51,0.500213415,136.01,0.086970946,0.10725,0.01,36,0,2003.89,4.598528531,40020.51,46.81226787,24984.91,5.348053821,0,23.5,0.013363602,10005.94,2.179135482,443.63,62.14,0.792661222,2994.79,3.308156955,66009.89,32.87711056,28989.97,6.01956333,0.000207234,34.36,0.08306028,22971.55,2.740042096,6803.47,2.366709311,211.93,264.42,98.47,98.23,97.59,Normal,Normal
1133,Tool3,P8FA16001U00,P8FA16000807,RUN_1ST_23,FA,2011-06-02 10:17,NG,337.94,0.678536979,358.93,0.247206071,136,0,0.100125,0,36,0,1949.44,4.8876261,40090.34,36.98774927,24985.25,24.77702927,0,20.47,0.016292776,9891.68,1.559453567,453.89,64,0.905955141,2902.69,2.410227124,66104.08,23.01891519,28994.96,14.2120366,0.000278405,31.01,0.061094775,22742.88,2.974271855,6784.07,2.460727847,160.17,890.19,99.06,99.35,99.8,Normal,Normal
1134,Tool1,P8FA16001U00,P8FA16000805,RUN_1ST_23,FA,2011-06-02 10:18,NG,337.51,0.512949208,358.94,0.234054236,136,0,0.125375,0.01,31,0,2001.98,3.47431646,40030.49,40.05289057,24985.13,5.920309151,0,23.08,0.008978873,10006.3,2.340345396,448.51,55.11,0.815412275,2984.1,3.334349439,66006.49,28.23345011,28990.76,6.253235222,0.000305536,33.69,0.052910417,22971.08,2.747464768,6804.51,2.092099861,220.23,675.09,98.97,98.27,97.13,Normal,Normal
1135,Tool2,P8FA1500F400,P8FA1500DS13,RUN_1ST_23,FA,2011-06-02 11:28,NG,337.48,0.499938366,358.59,0.49141755,131,0,0.071375,0,38.11,0.317820863,1814.16,3.22599918,40019.53,23.63165923,25007.22,12.55991378,0,22.74,0.009908674,9890.09,1.536478943,958.8,66.31,0.556958694,2600.03,3.383700958,66031.86,31.37720545,29012,25.09490303,0.000222323,33.17,0.069393249,22724.73,3.211215741,6787.52,4.944151303,231.95,103.28,99.03,98.36,96.82,Normal,Normal
1136,Tool3,P8FA1500F400,P8FA1500DS05,RUN_1ST_23,FA,2011-06-02 11:35,NG,338.33,0.666784016,359,0,133.7,0.458345522,0.083,0,41.39,0.492544843,1949.68,5.088851139,40084.23,31.1360916,24987.31,18.95045862,0,20.73,0.017942532,9893.04,1.54565371,461.21,71.26,0.742249647,2889.19,2.842142647,66104.56,22.20768612,28994.27,12.25317776,0.000333953,31.45,0.063240441,22743.62,2.508856449,6784.32,2.378222966,180.68,133.31,99.9,99.02,98.45,Normal,Normal
1137,Tool2,P8FA16001V00,P8FA16000C11,RUN_1ST_23,FA,2011-06-02 12:13,NG,337.79,0.721987996,358.55,0.578539275,128.92,0.273973609,0.07875,0,39,0,1822.66,3.549930768,40013.98,18.54478672,25005.76,26.68927435,0,22.8,0.018118415,9888.92,1.526617134,975.89,67.34,0.725746109,2602.31,2.427776854,66023.71,29.16575673,29012.01,21.55891038,0.000190574,33.36,0.073596653,22723.44,3.15218088,6787.69,6.550485277,245.86,143.32,99,98.59,97.66,Normal,Normal
1138,Tool1,P8FA16001V00,P8FA16000C07,RUN_1ST_23,FA,2011-06-02 12:15,NG,337.85,0.638565826,358.51,0.54158379,129.14,0.345953568,0.1065,0.01,36,0,2000.5,5.276097924,40012.65,34.62211915,24984.88,4.812266444,0,23.24,0.009721274,10006.53,2.029045855,371.85,61.78,0.567407455,2965.43,2.927409675,65995.45,35.52919808,28989.27,6.641521705,0.00023533,34.09,0.059953832,22971.55,2.4951425,6802.84,2.270652513,191.17,672.4,100.68,98.95,97.08,Normal,Normal
1139,Tool4,P8FA16001W00,P8FA16000J02,RUN_1ST_23,FA,2011-06-02 12:29,NG,338.03,0.672559736,358.91,0.289610875,131,0,0.086125,0,29,0,1888.07,3.695205739,40049.97,16.39994362,25011.02,5.529688372,0,22.46,0.014863011,9901.97,1.637845063,1075.02,48.8,0.704083134,2747.03,5.043686094,66035.88,34.49909079,29020.05,6.232210459,0.000177093,32.75,0.055444064,22742.29,2.483821709,6803.99,2.435562463,135.26,180.68,101.17,100.79,99.67,Normal,Normal
1140,Tool2,P8FA16001Y00,P8FA16000J13,RUN_1ST_23,FA,2011-06-02 12:53,NG,338.48,0.512657684,359.01,0.111970615,131,0,0.0865,0.01,33,0,1817.31,3.818746952,40026.37,14.92964814,25008.99,28.5598552,0.000447214,22.43,0.068556546,9890.09,1.851400954,717.57,59.32,0.687801666,2614.85,5.594171606,66037.43,31.41927063,29012.17,21.01482388,0.000201641,32.72,0.059157915,22724.3,2.734624898,6787.22,10.68813627,229.02,501.98,99.37,98.89,98.29,Normal,Normal
1141,Tool3,P8FA16001Y00,P8FA16000J19,RUN_1ST_23,FA,2011-06-02 12:56,NG,337.05,0.556165748,358.63,0.483069131,134,0,0.09525,0.01,32,0,1953.2,2.78350244,40103.04,27.65103261,24983.49,25.07918729,0,20.3,0.013188742,9892.46,1.208456047,418.73,56.37,1.139837417,2913.26,2.857691537,66104.42,26.68648349,28994.36,14.21934968,0.000321726,30.76,0.048282395,22744.06,2.848658798,6784.07,2.47851828,174.08,202.89,99.66,99.93,100.68,Normal,Normal
1142,Tool1,P8FA16001Z00,P8FA16000J16,RUN_1ST_23,FA,2011-06-02 13:06,OK,337.01,0.559853929,358.67,0.471403316,133,0,0.132375,0.01,27,0,2002.78,4.440970865,40028.16,42.9930588,24985.38,4.939241212,0,22.89,0.009265991,10006.67,1.79567897,443.63,48.24,1.338142928,2991.4,2.892858007,66007.85,26.75155735,28990.12,5.22552336,0.000275754,33.44,0.056021747,22970.69,2.751052016,6802.58,2.430318147,216.57,290.06,98.8,98.23,97.73,Normal,Normal
1143,Tool4,P8FA16001Z00,P8FA16000F09,RUN_1ST_23,FA,2011-06-02 13:07,OK,339.5,0.500403714,359.48,0.500028661,133,0,0.089155,0,36,0,1886.67,3.960027548,40054.53,10.30619257,25012.04,6.191883606,0,23.14,0.008090398,9906.94,1.52652684,1010.8,58,0,2751.87,3.350226013,66035.2,36.43918691,29020.11,6.288173885,0.000177093,33.68,0.052721829,22750.78,2.721421424,6805.53,1.83539819,139.66,114.75,100.89,100.86,100.46,Normal,Normal
1144,Tool3,P8FA16002000,P8FA16000K13,RUN_1ST_23,FA,2011-06-02 13:21,OK,339.61,0.488672876,359.26,0.437831501,134.67,0.469099739,0.08075,0,40,0,1953.6,4.407637999,40088.22,23.31769534,24984.64,23.60082394,0,20.74,0.016781423,9893.43,1.728401031,321.31,69.99,0.773858705,2902.92,3.007571571,66110.34,26.48376446,28994.47,15.26115321,0.000331557,31.55,0.04592761,22743.54,2.839651259,6785.25,2.078294945,184.58,302.75,99.28,99.57,100.42,Normal,Normal
1145,Tool4,P8FA16002300,P8FA16000H09,RUN_1ST_23,FA,2011-06-02 14:47,OK,339.62,0.484538364,359.49,0.500350585,132,0,0.0825,0,32,0,1893.16,3.402756624,40054.27,24.33515354,25011.79,3.899012743,0,22.68,0.011485813,9909.44,1.741883651,948.3,52.69,0.463048294,2757.44,5.444760537,66037.06,28.82306443,29020.67,6.23437832,0.00027404,33.06,0.056175319,22754.23,2.667926686,6805.88,1.445555558,136.73,174.57,100.78,100.73,100.3,Normal,Normal
1146,Tool4,P8FA16002300,P8FA16000H04,RUN_1ST_23,FA,2011-06-02 14:50,OK,339.68,0.484342013,359.51,0.500233188,132,0,0.081625,0,32,0,1892.8,3.909318298,40052.6,11.08847662,25012.21,3.190738965,0,22.71,0.010987211,9910.48,1.489004191,963.68,53.58,0.495327201,2757.22,4.519925166,66034.97,32.2640982,29020.47,7.139290412,0.000266462,33.11,0.062785718,22754.83,2.518232088,6804.09,2.285591451,144.3,119.88,100.83,100.71,100.36,Normal,Normal
1147,Tool3,P8FA16002100,P8FA16000K19,RUN_1ST_23,FA,2011-06-02 14:55,OK,337.65,0.502957036,359,0,134,0,0.082125,0,36,0,1950.58,4.594902753,40099.94,26.37044101,24985.72,19.69615452,0,20.49,0.008420754,9892.9,1.211027957,402.61,64.12,0.885058701,2905.32,2.19163405,66108.1,22.42691855,28994.86,12.51491282,0.000321726,31.03,0.031971287,22743.87,2.703573904,6783.59,2.338735117,157.97,531.53,99.49,99.4,100.4,Normal,Normal
1148,Tool1,P8FA16002100,P8FA16000K04,RUN_1ST_23,FA,2011-06-02 14:58,OK,338.32,0.696759688,358.9,0.299638197,132.34,0.475671589,0.129125,0.01,22.36,0.484090316,2006.47,3.841164596,40000.49,77.99369995,24985.25,4.912501117,0,22.78,0.022012393,10005.7,1.572431208,401.64,40.83,2.719177514,2979.81,4.36315932,66009.14,26.12334331,28990.09,5.611415187,0.00018205,33.3,0.052375059,22970.38,2.855171636,6803.94,3.305618696,226.58,188.49,99.4,98.57,97.65,Normal,Normal
1149,Tool4,P8FA16002100,P8FA16000K03,RUN_1ST_23,FA,2011-06-02 14:59,OK,339.61,0.487519,359.53,0.49942172,132,0,0.097375,0,34,0,1894.27,4.750119616,40048.83,13.43359757,25011.36,6.663923091,0,22.88,0.009438798,9910.31,1.433852835,1191.48,55.46,0.499615828,2760.16,4.882258514,66036.49,32.20828063,29020.42,6.939309409,0.000190444,33.34,0.058858038,22757.33,2.599778971,6804.93,2.082581133,123.3,529.09,100.49,100.49,100.32,Normal,Normal
1150,Tool3,P8FA16002200,P8FA16000X05,RUN_1ST_23,FA,2011-06-02 15:28,OK,339.46,0.49853479,359.45,0.49796737,135,0,0.07975,0,43.7,0.461521521,1955.43,4.494946658,40087.23,31.02843919,24986.68,21.86560006,0,21.05,0.017245583,9892.38,1.572932068,497.34,74.59,0.705319373,2921.4,36.99535156,66110.58,25.46453254,28995.55,13.30689865,0.000268855,31.92,0.053639529,22743.23,2.557836811,6783.8,2.520789013,172.37,244.89,100.21,99.45,99.26,Normal,Normal
1151,Tool2,P8FA16002400,P8FA16000W03,RUN_1ST_23,FA,2011-06-02 15:43,OK,337.84,0.688171754,359.12,0.327137476,131,0,0.082875,0.01,22.95,0.428873346,1827.8,1.518560295,40016.31,31.19068764,25007.77,9.422933374,0.000290803,22.06,0.032067582,9889.59,1.747470677,804.49,40.11,3.355715889,2633.27,2.957040271,66031.24,33.07396968,29013.37,16.49280327,0.000212027,32.25,0.054735491,22723.74,2.950156215,6787.01,2.222397446,219.74,167.25,99.54,98.98,97.95,Normal,Normal
1152,Tool3,P8FA16002800,P8FA16000W18,RUN_1ST_23,FA,2011-06-02 16:00,NG,338.38,0.728379835,359,0,135,0,0.101125,0,28,0,1962.82,2.187660528,40086.76,31.54154046,24986.13,23.88927771,0,20.25,0.017529196,9892.12,1.983870377,395.29,51.14,2.372975451,2920.37,2.396377592,66105.73,26.45961759,28994.9,16.86410038,0.000306715,30.7,0.048831551,22743.61,2.849987928,6784.13,1.980724612,144.05,875.3,98.75,99.92,102.09,Normal,Normal
1153,Tool4,P8FA16002800,P8FA16000R09,RUN_1ST_23,FA,2011-06-02 16:02,NG,339.54,0.498555716,359.37,0.484404886,133,0,0.09125,0,33,0,1889.98,3.44720066,40054.44,13.62537359,25013.18,7.739726398,0,22.78,0.009423106,9910.52,1.656352402,1033.75,54.36,0.482276773,2754.72,3.762542318,66037.06,33.61282764,29020.73,6.533700263,0.000231132,33.11,0.065654893,22756.25,2.72192083,6805.14,2.147619795,139.17,122.08,100.27,100.34,100.57,Normal,Normal
1154,Tool3,P8FA16002800,P8FA16000513,RUN_1ST_23,FA,2011-06-02 16:15,NG,338.21,0.645554038,359.17,0.378322951,135.99,0.076359371,0.088125,0,37,0,1949,4,40093.56,38.33327751,24984.53,20.01182874,0,20.55,0.010115611,9892.92,1.698091288,404.81,65.74,0.855826301,2906.04,2.30935313,66111.09,27.22042959,28995.5,13.95326533,0.000293053,31.11,0.052795239,22744.38,2.744924233,6783.62,1.864561786,185.8,149.42,99.44,99.92,100.95,Normal,Normal
1155,Tool1,P8FA16002A00,P8FA16000P04,RUN_1ST_23,FA,2011-06-02 16:33,OK,338.56,0.496771335,359.2,0.398239064,134,0,0.111375,0.01,32.98,0.149071198,1995.64,3.972379385,40030.76,48.19830471,24984.23,5.081947238,0,23.2,0.00745356,10006.27,2.046892693,433.38,57.77,0.788274909,2978.45,9.878876692,66009.46,38.19561106,28990.04,4.690974052,0.000273839,33.78,0.064391609,22970.88,2.593465958,6803.59,2.46218478,199.96,303,99.04,98.11,96.83,Normal,Normal
1156,Tool3,P8FA16002A00,P8FA16000P01,RUN_1ST_23,FA,2011-06-02 16:35,OK,339.48,0.500072806,359.47,0.499579394,136,0,0.0774,0,42,0,1947.93,3.466724941,40109.06,29.09914513,24990.2,19.99835677,0,20.86,0.015708841,9892.45,1.628512541,440.94,72.4,0.663610016,2894.29,2.48926426,66110.33,26.01390734,28995.15,11.5737435,0.000307402,31.56,0.051483123,22743.73,2.680633112,6784.19,2.888125845,168.22,831.35,99.78,99.72,100.03,Normal,Normal
1157,Tool3,P8FA16002C00,P8FA16000U03,RUN_1ST_23,FA,2011-06-02 16:56,NG,340.2,0.396862144,359.29,0.541846836,135,0,0.0975,0,43.78,0.420437483,1957,4.183300133,40077.64,20.32512276,24985.18,23.28982175,0,21.01,0.020370309,9891.84,1.429120612,398.46,75.08,0.722933366,2909.65,3.34959273,66098.85,28.57491381,28995.29,18.10084211,0.000304395,31.84,0.05844131,22743.45,2.959404538,6784.17,2.918976973,163.1,141.37,100.63,100,100.02,Normal,Normal
1158,Tool4,P8FA16002F00,P8FA1500DJ09,RUN_1ST_23,FA,2011-06-02 18:03,OK,339.53,0.499673572,359.16,0.363412912,132,0,0.09625,0,33.09,0.290803363,1889.7,4.433380491,40047.61,18.5233671,25011.1,4.86314824,0,22.78,0.017448202,9910.4,2.177354562,1291.83,54.93,0.37773862,2755.46,3.691728806,66035.34,38.54678472,29020.57,7.489780929,0.000307637,33.18,0.056716831,22757.07,2.122654471,6804.78,2.400035789,103.28,481.23,101.22,100.78,100.07,Normal,Normal
1159,Tool3,P8FA1500F500,P8FA16000907,RUN_1ST_23,FA,2011-06-02 18:20,OK,338.88,0.549479114,359.27,0.442806266,136,0,0.074245,0,40.98,0.150755672,1946.66,4.114315235,40099.05,33.26670852,24985.09,19.16948962,0,20.78,0.018846212,9892.71,1.907023016,352.07,70.74,0.798811013,2892.06,2.514304897,66107.58,23.17170444,28995.59,13.54719626,0.000268855,31.51,0.04277004,22743.35,3.019639708,6784.53,2.566525028,146.25,273.21,99.9,99.56,99.49,Normal,Normal
1160,Tool3,P8FA16002G00,P8FA16001007,RUN_1ST_23,FA,2011-06-02 19:19,NG,337.55,0.497358504,358.26,0.440985234,131.91,0.504743834,0.073,0,43.89,0.317820863,1951.91,5.238937359,40082.04,25.11254539,24986.47,24.06096384,0,20.84,0.014389952,9892.29,1.801328744,394.31,74.93,0.859677773,2881.67,12.2208909,66101.45,24.7288618,28994.15,16.1802019,0.000224325,31.7,0.053034452,22743.86,2.823895738,6782.79,2.749319515,194.59,244.4,101.12,98.89,96.64,Normal,Normal
1161,Tool1,P8FA16002G00,P8FA16000917,RUN_1ST_23,FA,2011-06-02 19:23,NG,337.62,0.48634205,358.6,0.490393672,131,0.067368502,0.108875,0.01,37.07,0.257769631,1996.53,3.088757164,40019.76,44.16646179,24984.49,4.994141554,0,23.48,0.020129701,10006.86,1.603012809,490.75,63.34,0.5692167,2957.14,3.379708487,66004.39,30.23654168,28989.46,5.128378685,0.00018205,34.42,0.056852019,22971.71,2.659527997,6804.33,2.386506702,126.72,950.5,100.04,98.34,96.45,Normal,Normal
1162,Tool2,P8FA16002J00,P8FA16000S20,RUN_1ST_23,FA,2011-06-02 20:36,OK,337.05,0.713871102,358.37,0.482606492,130.97,0.169811224,0.085875,0.01,29.14,0.347141757,1812.41,2.998590225,40027.63,19.14369311,25008.74,15.12556789,0,22.2,0.017196477,9889.71,1.803863193,952.94,52.75,1.006723481,2602.17,3.635120035,66032.07,29.95261299,29011.47,21.83206457,0.000232689,32.43,0.056653354,22724.01,3.174119341,6787.05,2.313648487,261.49,232.92,99.63,98.56,96.52,Normal,Normal
1163,Tool1,P8FA16002H00,P8FA16001016,RUN_1ST_23,FA,2011-06-02 20:54,OK,337.8,0.615985845,359,0.562135219,132,0.063119062,0.116375,0.01,27,0,2006,4.120284479,40009.99,49.25179074,24983.56,4.846416304,0,22.87,0.017381432,10006.74,1.296198224,450.71,48.47,1.49680035,2992.63,2.239967804,66005.28,32.26272091,28989.63,5.577375775,0.000275754,33.4,0.047345005,22971.79,2.742674479,6804.22,2.198135067,171.64,982.48,99.38,98.43,97.7,Normal,Normal
1164,Tool1,P8FA16002K00,P8FA16001B09,RUN_1ST_23,FA,2011-06-02 21:02,OK,337.99,0.676272729,359.01,0.07505776,132,0,0.123375,0.01,31,0,2007.33,4.01700929,40002.77,45.4024255,24985.45,6.321952534,0,23.04,0.013245926,10005.82,1.714628696,309.59,55.05,0.852935405,2987.81,3.340890525,66005.1,33.92592673,28989.73,5.61970458,0.00023533,33.6,0.041050412,22971.89,2.830775846,6804.21,2.560081916,157.48,438.75,99.76,98.66,97.69,Normal,Normal
1166,Tool1,P8FA16002K00,P8FA16001915,RUN_1ST_23,FA,2011-06-02 21:08,OK,338.74,0.488265178,359.23,0.418411399,132,0,0.104125,0.01,33,0,2005.47,5.02539008,40020.83,41.01918549,24983.55,4.702111341,0,23.18,0.015756993,10007.41,1.654306238,464.14,57.93,0.703784944,2985.12,3.229148983,66004.99,33.57149165,28989.49,6.299898239,0.00023533,33.84,0.058940632,22971.55,2.631492781,6803.07,2.186833666,219.74,188.73,99.95,98.56,97,Normal,Normal
1165,Tool2,P8FA16002K00,P8FA16001B01,RUN_1ST_23,FA,2011-06-02 21:08,OK,339.59,0.52293035,359.49,0.500357962,131,0,0.077125,0,36.82,0.390153653,1811.34,3.503773261,40021.64,19.34409438,25006.59,8.059733919,0,22.81,0.01388567,9890.96,1.952937709,533.24,63.76,0.430582998,2599.37,2.724538675,66034.13,31.6710175,29011.42,22.83294957,0.000266704,33.01,0.045625882,22723.6,2.994376925,6787.82,2.378634908,245.86,252.95,99.62,98.88,97.74,Normal,Normal
1167,Tool2,P8FA16002K00,P8FA16001909,RUN_1ST_23,FA,2011-06-02 21:10,OK,339.39,0.488042311,359.23,0.419307666,131,0,0.07575,0,37.18,0.390153653,1809.18,3.835408636,40029.47,22.64448719,25008.18,12.54508883,0,22.85,0.023744366,9890.46,2.13668345,764.94,64.3,0.62520235,2599.43,2.279016074,66033.98,34.01694247,29011.44,10.98466695,0.000201188,33.08,0.039771323,22723.65,2.965380958,6787.63,2.222804656,223.89,144.3,99.46,98.8,97.78,Normal,Normal
1169,Tool1,P8FA16002L00,P8FA16001410,RUN_1ST_23,FA,2011-06-02 21:17,OK,339.67,0.470918467,359.64,0.479395987,132,0,0.108625,0.01,35,0,2009.18,4.119183993,40025.23,34.72833937,24986.54,5.921594629,0,23.35,0.013743685,10006.88,2.143878402,408.96,59.74,0.608763554,2988.55,1.83091918,66006.37,36.26771499,28990.24,5.424468379,0.00021644,34.1,0.056433382,22970.8,2.73420727,6803.73,2.593061088,221.69,1047.67,98.85,98.61,98.29,Normal,Normal
